Datum;Eroeffnung;Hoch;Tief;Schluss;Volumen
  22.11.2017;192,30;193,13;192,30;193,13;80
  23.11.2017;193,24;193,24;193,24;193,24;0
  24.11.2017;193,16;193,82;192,82;192,89;432
  27.11.2017;192,36;193,18;191,65;191,65;212
  28.11.2017;190,43;192,57;190,43;191,95;98
  29.11.2017;191,83;193,16;191,83;192,64;837
  30.11.2017;193,08;193,22;191,88;191,88;71
  01.12.2017;191,67;191,67;190,34;190,34;118
  04.12.2017;190,32;192,25;190,30;191,77;2.262
  05.12.2017;191,24;191,31;190,89;191,31;411
  06.12.2017;191,00;191,43;189,86;191,01;606
  07.12.2017;190,90;191,28;190,25;191,26;357
  08.12.2017;192,33;192,39;191,32;191,82;62
  11.12.2017;191,99;192,69;191,62;192,69;121
  12.12.2017;192,65;192,65;192,51;192,51;1
  13.12.2017;192,78;193,21;192,20;192,87;164
  14.12.2017;192,31;192,39;192,31;192,39;25
  15.12.2017;192,35;192,65;191,54;192,13;80
  18.12.2017;192,51;192,84;192,51;192,84;435
  19.12.2017;192,68;193,46;192,60;192,60;97
  20.12.2017;193,63;193,63;192,42;192,42;56
  21.12.2017;192,60;192,73;191,50;192,21;262
  22.12.2017;191,30;193,14;191,30;193,14;432
  27.12.2017;192,06;192,86;191,71;192,86;1.192
  28.12.2017;193,17;194,07;191,69;193,14;772
  29.12.2017;193,86;193,86;193,37;193,69;88
  02.01.2018;193,30;193,41;192,27;193,07;331
  03.01.2018;193,31;194,72;192,92;194,13;1.414
  04.01.2018;194,60;195,15;193,85;195,15;188
  05.01.2018;194,61;195,62;194,35;195,62;671
  08.01.2018;198,00;198,00;195,46;196,51;361
  09.01.2018;196,59;197,29;196,13;196,85;340
  10.01.2018;196,80;197,18;196,22;196,82;645
  11.01.2018;195,93;196,19;195,93;196,19;6
  12.01.2018;196,45;196,88;194,96;194,96;471
  15.01.2018;195,91;195,91;193,90;194,16;585
  16.01.2018;194,86;195,33;194,36;195,02;820
  17.01.2018;195,25;195,41;194,97;194,97;18
  18.01.2018;195,02;195,90;194,66;195,90;511
  19.01.2018;196,06;196,86;195,73;195,99;91
  22.01.2018;195,50;196,70;195,50;196,52;241
  23.01.2018;196,00;197,95;196,00;197,90;779
  24.01.2018;197,05;198,02;196,55;196,55;491
  25.01.2018;195,93;196,50;195,54;195,55;163
  26.01.2018;196,59;196,59;196,59;196,59;0
  29.01.2018;196,78;197,36;196,59;196,70;1.184
  30.01.2018;196,37;197,17;194,93;194,93;1.126
  31.01.2018;194,41;194,72;193,79;194,29;416
  01.02.2018;194,41;194,41;193,06;193,93;445
  02.02.2018;193,99;194,16;190,96;191,81;718
  05.02.2018;191,17;192,13;188,87;189,12;1.503
  06.02.2018;183,07;186,96;181,92;185,85;4.983
  07.02.2018;186,04;191,99;184,79;190,77;1.493
  08.02.2018;191,06;191,06;188,69;188,69;379
  09.02.2018;186,17;187,50;185,51;186,18;223
  12.02.2018;184,83;188,47;184,60;188,47;1.405
  13.02.2018;187,34;188,52;187,34;188,48;420
  14.02.2018;187,67;189,49;187,06;189,49;63
  15.02.2018;188,65;190,97;188,65;189,71;777
  16.02.2018;190,50;190,74;190,15;190,74;29
  19.02.2018;191,11;192,10;189,95;191,42;1.617
  20.02.2018;191,08;191,68;190,61;190,79;134
  21.02.2018;191,38;192,42;191,03;191,81;143
  22.02.2018;190,86;191,24;190,44;190,44;39
  23.02.2018;191,35;192,10;191,35;191,82;113
  26.02.2018;193,68;193,93;191,58;193,93;218
  27.02.2018;193,00;194,50;193,00;193,67;152
  28.02.2018;191,96;193,70;191,76;191,76;172
  01.03.2018;192,46;192,46;189,58;189,66;626
  02.03.2018;188,72;189,40;187,28;187,71;375
  05.03.2018;188,70;189,16;187,25;189,16;322
  06.03.2018;190,59;191,29;190,59;191,29;106
  07.03.2018;189,41;190,64;188,55;188,55;558
  08.03.2018;188,07;190,29;188,07;190,29;144
  09.03.2018;191,15;192,24;191,15;192,24;29
  12.03.2018;191,38;193,64;191,38;192,55;786
  13.03.2018;192,75;193,36;192,04;192,04;101
  14.03.2018;191,12;192,47;190,73;190,73;608
  15.03.2018;191,31;191,50;191,00;191,00;298
  16.03.2018;191,89;192,02;191,68;191,68;56
  19.03.2018;191,39;191,39;189,70;190,19;200
  20.03.2018;190,56;190,56;190,10;190,10;160
  21.03.2018;190,11;191,15;190,11;191,15;487
  22.03.2018;189,04;189,16;189,04;189,16;21
  23.03.2018;187,95;188,31;185,41;185,41;775
  26.03.2018;186,10;186,89;184,92;186,89;977
  27.03.2018;188,83;190,44;188,77;189,16;137
  28.03.2018;187,58;189,15;186,28;186,28;145
  29.03.2018;186,38;188,94;186,38;188,94;320
  03.04.2018;188,86;188,86;187,59;187,68;330
  04.04.2018;186,81;188,42;186,81;187,01;304
  05.04.2018;188,50;190,01;187,73;190,01;282
  06.04.2018;190,93;190,93;189,53;189,53;166
  09.04.2018;190,98;190,98;188,85;189,04;1.163
  10.04.2018;188,50;190,81;188,50;190,81;520
  11.04.2018;190,14;190,78;188,56;190,24;751
  12.04.2018;189,98;190,10;189,98;190,10;3
  13.04.2018;191,59;191,59;190,00;190,85;95
  16.04.2018;188,63;191,49;188,63;189,86;356
  17.04.2018;188,67;190,35;188,67;190,35;10
  18.04.2018;191,21;192,32;190,84;192,32;140
  19.04.2018;192,25;192,25;191,60;191,83;190
  20.04.2018;191,35;191,71;190,51;190,51;172
  23.04.2018;190,16;190,31;189,00;190,19;246
  24.04.2018;191,34;191,34;190,35;190,92;329
  25.04.2018;190,81;190,81;188,58;188,58;147
  26.04.2018;188,10;191,65;188,10;191,28;353
  27.04.2018;191,99;192,80;191,99;192,80;34
  30.04.2018;195,91;195,91;192,46;193,05;676
  02.05.2018;193,85;193,85;192,88;192,88;329
  03.05.2018;193,27;193,27;191,43;191,82;648
  04.05.2018;191,62;193,71;191,59;193,40;53
  07.05.2018;194,00;194,57;193,42;193,42;118
  08.05.2018;194,15;194,52;194,15;194,52;3
  09.05.2018;194,52;195,17;194,52;195,05;101
  10.05.2018;194,57;195,59;194,57;195,59;52
  11.05.2018;196,52;196,95;194,52;196,29;503
  14.05.2018;198,48;198,48;195,66;195,66;401
  15.05.2018;195,78;195,86;194,81;195,03;47
  16.05.2018;195,90;196,38;195,76;195,76;59
  17.05.2018;197,38;197,38;195,05;196,54;765
  18.05.2018;195,92;196,92;195,79;195,79;45
  22.05.2018;196,16;197,26;196,16;197,26;110
  23.05.2018;198,25;198,25;195,75;195,75;40
  24.05.2018;195,43;196,95;195,43;196,86;216
  25.05.2018;198,49;198,49;196,45;196,45;110
  28.05.2018;198,00;198,00;196,17;196,89;107
  29.05.2018;197,48;197,48;195,40;195,55;234
  30.05.2018;195,91;195,91;195,33;195,33;40
  31.05.2018;193,32;195,50;193,32;195,04;148
  01.06.2018;195,05;196,42;194,48;196,42;66
  04.06.2018;197,00;197,75;196,65;197,44;189
  05.06.2018;199,01;199,01;196,43;196,52;375
  06.06.2018;197,77;197,77;196,26;196,26;10
  07.06.2018;196,14;196,14;196,09;196,09;8
  08.06.2018;196,21;196,21;194,59;194,59;70
  11.06.2018;194,78;196,21;194,78;196,21;390
  12.06.2018;196,87;196,87;196,09;196,09;8
  13.06.2018;196,41;196,41;195,45;196,19;15
  14.06.2018;194,59;197,28;194,59;196,67;562
  15.06.2018;196,37;196,90;196,37;196,90;92
  18.06.2018;196,69;197,89;194,17;194,77;1.042
  19.06.2018;193,90;194,75;193,02;193,49;91
  20.06.2018;194,53;195,73;194,53;195,73;206
  21.06.2018;194,67;194,69;193,99;193,99;339
  22.06.2018;194,36;195,17;193,07;193,66;201
  25.06.2018;194,32;194,32;191,63;191,73;311
  26.06.2018;191,44;191,73;190,67;191,73;26
  27.06.2018;191,32;193,34;191,32;192,50;316
  28.06.2018;192,23;192,23;191,37;191,37;5
  29.06.2018;190,89;193,37;190,89;192,75;132
  02.07.2018;192,25;192,50;191,33;191,33;471
  03.07.2018;192,49;192,74;192,18;192,18;20
  04.07.2018;192,82;192,82;191,64;191,69;140
  05.07.2018;191,69;192,31;191,69;191,92;40
  06.07.2018;192,76;192,76;190,86;192,17;58
  09.07.2018;191,53;193,67;191,53;193,38;271
  10.07.2018;193,03;194,47;193,03;193,92;80
  11.07.2018;193,22;193,42;191,56;191,56;202
  12.07.2018;192,10;193,11;192,10;192,82;493
  13.07.2018;193,20;193,69;193,20;193,69;37
  16.07.2018;194,00;194,00;192,72;192,72;173
  17.07.2018;192,79;193,20;191,06;192,29;4
  18.07.2018;194,06;194,06;194,06;194,06;0
  19.07.2018;194,50;194,78;193,34;193,40;274
  20.07.2018;194,49;194,49;192,83;192,83;10
  23.07.2018;194,91;194,91;192,51;193,33;116
  24.07.2018;193,73;194,28;193,73;194,28;135
  25.07.2018;194,80;195,28;194,80;195,22;165
  26.07.2018;194,05;196,10;194,05;196,10;152
  27.07.2018;196,74;196,74;195,46;196,36;73
  30.07.2018;196,92;196,92;195,04;195,04;133
  31.07.2018;193,58;194,70;193,58;194,70;21
  01.08.2018;193,95;194,96;193,95;194,96;20
  02.08.2018;194,70;195,37;194,61;195,09;175
  03.08.2018;194,99;195,72;194,90;195,72;97
  06.08.2018;195,96;196,72;195,96;196,25;172
  07.08.2018;197,00;197,00;196,92;196,92;38
  08.08.2018;197,51;197,51;196,96;196,96;140
  09.08.2018;197,20;197,20;196,27;196,27;21
  10.08.2018;196,30;196,38;195,65;196,25;903
  13.08.2018;196,57;198,06;194,49;194,49;378
  14.08.2018;194,03;195,81;192,11;195,81;253
  15.08.2018;194,13;196,06;194,13;194,81;878
  16.08.2018;194,90;195,51;194,02;194,02;277
  17.08.2018;195,27;195,27;193,64;195,06;90
  20.08.2018;196,13;196,26;195,11;195,84;101
  21.08.2018;195,68;196,08;194,74;194,74;65
  22.08.2018;195,25;195,25;194,03;194,91;85
  23.08.2018;194,07;195,51;194,07;194,36;238
  24.08.2018;195,03;195,21;194,35;194,35;137
  27.08.2018;193,76;196,06;193,76;194,92;213
  28.08.2018;197,28;197,28;195,30;195,58;56
  29.08.2018;194,61;195,49;194,61;194,99;58
  30.08.2018;194,50;195,17;194,50;195,00;95
  31.08.2018;194,12;194,50;193,85;193,85;174
  03.09.2018;193,71;194,52;193,55;194,03;632
  04.09.2018;194,96;194,96;193,16;193,58;90
  05.09.2018;193,50;193,50;191,59;191,59;222
  06.09.2018;189,86;192,80;189,86;191,52;659
  07.09.2018;191,23;192,31;190,66;192,03;331
  10.09.2018;191,21;192,80;191,21;192,19;64
  11.09.2018;191,95;192,99;191,72;191,78;264
  12.09.2018;189,17;193,10;189,17;192,66;4.042
  13.09.2018;193,33;193,33;193,33;193,33;0
  14.09.2018;193,34;193,34;191,99;192,54;54
  17.09.2018;192,00;192,55;192,00;192,55;78
  18.09.2018;192,57;192,79;191,51;192,79;94
  19.09.2018;192,71;193,35;192,71;192,96;115
  20.09.2018;193,02;194,19;193,02;194,19;53
  21.09.2018;194,10;194,67;193,77;194,30;190
  24.09.2018;193,85;193,99;192,88;193,71;348
  25.09.2018;193,95;194,00;193,54;193,85;249
  26.09.2018;194,03;194,51;193,76;194,07;757
  27.09.2018;193,31;194,71;193,31;194,39;72
  28.09.2018;194,61;195,02;193,56;195,02;730
  01.10.2018;195,51;196,34;195,38;195,85;211
  02.10.2018;195,16;196,47;195,09;196,47;637
  03.10.2018;196,53;196,53;196,53;196,53;0
  04.10.2018;194,56;195,97;194,47;194,47;63
  05.10.2018;194,98;194,98;193,39;193,39;54
  08.10.2018;193,84;193,84;192,93;192,93;34
  09.10.2018;192,27;194,19;192,27;194,19;35
  10.10.2018;193,59;193,59;191,49;191,97;504
  11.10.2018;185,60;187,30;185,03;185,15;976
  12.10.2018;186,02;188,42;184,84;186,51;1.783
  15.10.2018;188,43;189,52;188,17;189,52;204
  16.10.2018;188,88;191,14;188,88;190,53;270
  17.10.2018;192,40;192,40;190,42;191,35;15
  18.10.2018;191,63;192,17;189,74;190,16;1.710
  19.10.2018;190,73;190,73;189,44;189,44;16
  22.10.2018;190,73;190,73;189,28;189,28;137
  23.10.2018;188,60;188,60;185,38;187,15;209
  24.10.2018;187,81;188,35;186,17;188,35;445
  25.10.2018;186,09;187,76;185,06;187,54;263
  26.10.2018;187,37;187,37;184,27;184,99;279
  29.10.2018;186,19;187,69;186,19;187,69;144
  30.10.2018;185,98;188,71;185,98;187,57;21
  31.10.2018;188,07;190,58;188,07;189,89;459
  01.11.2018;191,24;192,00;190,79;191,67;150
  02.11.2018;192,04;193,11;190,79;190,79;143
  05.11.2018;190,41;191,26;190,41;191,16;190
  06.11.2018;190,24;191,95;190,24;191,39;136
  07.11.2018;191,48;193,10;191,48;191,66;77
  08.11.2018;192,00;192,00;192,00;192,00;0
  09.11.2018;192,62;192,62;191,01;191,01;102
  12.11.2018;189,75;190,67;188,43;189,57;1.186
  13.11.2018;188,69;191,07;188,69;191,07;24
  14.11.2018;189,63;190,20;189,63;189,70;6
  15.11.2018;188,94;189,33;188,08;189,33;175
  16.11.2018;190,80;190,82;189,37;189,50;981
  19.11.2018;190,60;190,60;186,77;186,77;101
  20.11.2018;186,77;186,77;184,25;184,25;140
  21.11.2018;186,00;187,75;185,51;187,75;345
  22.11.2018;188,01;188,01;186,57;186,57;99
  23.11.2018;186,58;187,29;186,55;187,29;97
  26.11.2018;187,71;188,33;187,09;188,33;100
  27.11.2018;188,79;188,79;188,79;188,79;0
  28.11.2018;188,20;190,43;188,20;190,43;92
  29.11.2018;190,25;190,31;190,25;190,31;82
  30.11.2018;190,80;190,80;190,24;190,24;25
  03.12.2018;190,51;194,09;190,51;192,62;575
  04.12.2018;192,81;193,34;190,35;190,35;821
  05.12.2018;187,50;189,81;187,50;189,81;81
  06.12.2018;187,04;188,17;184,60;188,17;230
  07.12.2018;186,12;188,70;186,12;188,09;399
  10.12.2018;187,00;187,00;185,21;186,00;989
  11.12.2018;186,95;187,26;186,22;186,66;870
  12.12.2018;188,75;189,58;188,75;189,20;81
  13.12.2018;188,55;188,57;188,50;188,50;38
  14.12.2018;188,03;188,03;185,34;186,70;314
  17.12.2018;188,08;188,08;184,50;184,50;475
  18.12.2018;185,67;185,71;184,00;185,71;62
  19.12.2018;185,83;185,83;185,83;185,83;0
  20.12.2018;182,41;183,69;181,99;182,78;842
  21.12.2018;181,94;182,38;181,04;182,38;123
  27.12.2018;181,97;183,34;180,78;181,50;625
  28.12.2018;181,91;183,24;181,50;182,17;341
  02.01.2019;183,45;183,52;181,02;183,52;501
  03.01.2019;182,39;183,00;182,39;183,00;3
  04.01.2019;182,40;186,20;181,75;185,44;421
  07.01.2019;186,38;187,60;185,45;185,95;526
  08.01.2019;186,65;186,65;185,58;185,95;36
  09.01.2019;185,79;187,56;185,79;186,89;62
  10.01.2019;187,69;187,69;185,84;187,20;706
  11.01.2019;187,03;187,19;185,66;186,26;148
  14.01.2019;186,50;187,53;185,90;187,53;441
  15.01.2019;189,04;189,04;188,96;188,96;25
  16.01.2019;189,08;189,55;189,08;189,55;32
  17.01.2019;189,95;190,14;188,69;189,88;566
  18.01.2019;189,38;191,33;189,38;191,33;41
  21.01.2019;190,71;192,11;190,31;190,91;56
  22.01.2019;190,32;191,13;190,24;190,24;163
  23.01.2019;189,46;190,95;189,46;190,95;120
  24.01.2019;189,95;190,76;189,95;190,76;4
  25.01.2019;192,70;192,70;191,59;192,62;372
  28.01.2019;192,04;192,04;190,63;190,63;32
  29.01.2019;191,57;191,57;190,64;191,42;33
  30.01.2019;192,11;192,42;191,65;192,30;138
  31.01.2019;192,23;193,51;192,23;193,34;342
  01.02.2019;193,42;193,52;192,54;193,52;98
  04.02.2019;194,02;194,17;192,74;193,75;101
  05.02.2019;192,91;195,00;192,91;194,88;55
  06.02.2019;195,45;195,45;195,10;195,10;11
  07.02.2019;194,23;194,23;192,50;193,20;16
  08.02.2019;193,00;193,59;193,00;193,59;60
  11.02.2019;194,00;194,00;193,45;193,78;183
  12.02.2019;193,97;195,45;193,95;195,08;184
  13.02.2019;193,96;195,00;193,96;194,91;11
  14.02.2019;193,79;195,51;193,79;195,51;204
  15.02.2019;193,34;195,61;193,34;195,60;465
  18.02.2019;196,93;196,93;195,54;196,15;259
  19.02.2019;194,93;196,21;194,93;195,38;371
  20.02.2019;195,83;196,40;195,83;196,40;883
  21.02.2019;196,89;196,89;195,34;196,56;112
  22.02.2019;196,90;197,32;196,68;197,32;207
  25.02.2019;197,52;197,56;196,52;197,37;314
  26.02.2019;197,50;197,50;197,50;197,50;0
  27.02.2019;197,00;197,80;196,94;196,94;56
  28.02.2019;196,07;196,33;196,07;196,33;7
  01.03.2019;195,07;197,34;195,07;196,60;90
  04.03.2019;196,59;197,49;196,59;196,66;148
  05.03.2019;196,08;197,51;196,08;196,78;76
  06.03.2019;196,51;197,00;196,51;196,78;106
  07.03.2019;196,50;196,50;196,14;196,23;153
  08.03.2019;196,22;196,22;196,22;196,22;0
  11.03.2019;196,27;196,90;195,20;196,90;120
  12.03.2019;197,27;197,89;195,92;197,20;1.130
  13.03.2019;197,01;197,85;197,01;197,57;83
  14.03.2019;195,69;197,50;195,69;197,34;264
  15.03.2019;197,98;197,98;197,23;197,82;167
  18.03.2019;198,08;199,10;197,80;198,76;108
  19.03.2019;198,23;199,42;197,35;199,06;1.412
  20.03.2019;198,44;199,31;198,44;198,98;103
  21.03.2019;198,16;198,99;198,16;198,99;164
  22.03.2019;199,45;199,48;198,01;198,77;54
  25.03.2019;196,73;198,10;196,52;197,27;704
  26.03.2019;198,30;198,91;198,30;198,30;198
  27.03.2019;198,63;199,04;198,20;198,41;154
  28.03.2019;199,03;199,03;198,39;198,39;39
  29.03.2019;199,23;199,30;198,34;198,99;196
  01.04.2019;199,96;201,61;199,94;200,70;694
  02.04.2019;201,23;201,47;200,14;201,43;234
  03.04.2019;201,12;202,82;201,12;202,10;190
  04.04.2019;201,54;202,22;201,54;201,87;140
  05.04.2019;202,14;202,66;201,35;202,40;299
  08.04.2019;202,59;203,05;201,68;202,50;469
  09.04.2019;202,06;203,09;201,56;202,22;106
  10.04.2019;201,80;202,96;201,77;202,66;440
  11.04.2019;203,17;203,17;202,37;202,37;118
  12.04.2019;201,31;202,77;201,31;202,30;285
  15.04.2019;202,09;203,06;201,85;201,85;155
  16.04.2019;202,79;203,06;201,57;202,31;104
  17.04.2019;203,10;203,10;201,63;202,29;79
  18.04.2019;201,93;203,28;201,81;202,54;101
  23.04.2019;202,51;203,87;202,49;203,13;311
  24.04.2019;203,26;204,00;202,96;202,96;462
  25.04.2019;203,18;203,76;202,01;203,36;109
  26.04.2019;203,33;204,21;202,50;203,45;19
  29.04.2019;204,09;204,15;203,63;203,63;277
  30.04.2019;203,63;204,00;203,13;203,13;305
  02.05.2019;202,75;203,40;202,02;202,26;293
  03.05.2019;202,15;204,36;202,15;203,19;381
  06.05.2019;202,60;202,60;201,59;201,59;370
  07.05.2019;201,64;202,46;198,51;198,75;2.226
  08.05.2019;199,22;200,18;199,22;200,18;2
  09.05.2019;199,83;199,83;197,99;198,56;94
  10.05.2019;199,72;199,72;198,21;198,21;106
  13.05.2019;198,00;198,46;195,75;196,30;540
  14.05.2019;194,94;198,49;194,17;197,90;2.555
  15.05.2019;197,56;198,72;196,29;198,05;247
  16.05.2019;198,18;199,48;198,18;198,74;30
  17.05.2019;199,00;199,70;199,00;199,05;162
  20.05.2019;198,90;199,09;198,05;198,05;342
  21.05.2019;198,84;199,65;198,50;198,88;1.148
  22.05.2019;198,41;199,86;197,84;198,50;109
  23.05.2019;198,70;199,11;196,86;196,86;130
  24.05.2019;197,35;197,98;197,04;197,14;78
  27.05.2019;197,36;198,30;197,25;197,25;423
  28.05.2019;197,67;197,96;196,80;197,40;379
  29.05.2019;196,79;197,48;195,69;197,24;468
  30.05.2019;197,64;197,64;195,99;196,56;1.161
  31.05.2019;196,15;197,50;196,15;197,08;382
  03.06.2019;197,16;197,69;195,94;197,22;637
  04.06.2019;197,32;197,32;196,23;196,82;210
  05.06.2019;197,03;198,29;197,02;197,76;291
  06.06.2019;198,33;198,96;197,38;197,38;64
  07.06.2019;196,64;199,20;196,64;198,62;113
  10.06.2019;199,17;199,73;198,48;199,47;146
  11.06.2019;199,62;200,71;199,38;199,38;47
  12.06.2019;198,39;199,60;198,22;198,69;22
  13.06.2019;198,49;199,32;198,49;199,32;323
  14.06.2019;199,72;199,74;199,26;199,26;101
  17.06.2019;198,96;199,78;198,24;199,78;469
  18.06.2019;200,12;201,22;200,12;201,22;406
  19.06.2019;202,38;202,84;201,40;202,26;429
  20.06.2019;202,58;203,79;202,55;202,55;344
  21.06.2019;203,53;203,53;202,17;202,60;131
  24.06.2019;202,48;203,35;201,81;201,81;206
  25.06.2019;202,15;202,15;201,53;201,53;89
  26.06.2019;201,85;202,43;201,57;201,57;138
  27.06.2019;202,00;202,68;201,32;202,08;296
  28.06.2019;201,51;202,76;201,51;202,32;45
  01.07.2019;203,33;204,35;203,33;203,76;391
  02.07.2019;204,61;205,03;203,37;204,46;297
  03.07.2019;205,13;205,81;204,02;205,14;653
  04.07.2019;205,00;206,40;205,00;205,79;176
  05.07.2019;204,95;205,89;204,95;205,36;59
  08.07.2019;206,13;206,13;204,85;204,85;386
  09.07.2019;202,83;205,20;202,83;204,71;653
  10.07.2019;205,24;205,67;204,20;205,00;117
  11.07.2019;205,51;205,69;205,51;205,69;138
  12.07.2019;205,38;206,25;205,30;205,30;167
  15.07.2019;205,44;205,90;204,63;205,36;694
  16.07.2019;205,64;206,01;204,84;205,78;116
  17.07.2019;206,01;206,01;205,65;205,65;30
  18.07.2019;205,54;205,66;204,94;204,94;109
  19.07.2019;206,28;206,28;205,05;205,39;49
  22.07.2019;204,85;206,19;204,85;205,45;225
  23.07.2019;204,94;206,60;204,94;206,08;301
  24.07.2019;206,76;206,78;206,25;206,25;83
  25.07.2019;207,00;207,32;206,48;206,48;556
  26.07.2019;206,70;206,93;206,51;206,51;126
  29.07.2019;206,53;206,86;206,49;206,49;249
  30.07.2019;205,97;207,06;205,77;205,77;239
  31.07.2019;205,42;206,63;204,00;205,80;1.642
  01.08.2019;204,80;206,00;204,80;205,74;699
  02.08.2019;204,67;204,67;203,19;203,19;679
  05.08.2019;201,26;202,37;200,45;201,58;798
  06.08.2019;198,30;199,20;197,60;198,62;1.108
  07.08.2019;199,18;200,90;198,67;199,13;2.835
  08.08.2019;199,76;202,17;199,76;201,10;491
  09.08.2019;201,80;203,22;201,80;202,51;146
  12.08.2019;200,57;200,77;198,94;199,53;277
  13.08.2019;199,55;200,57;199,34;199,34;132
  14.08.2019;200,49;200,49;198,72;198,72;86
  15.08.2019;197,43;198,83;196,65;198,02;736
  16.08.2019;197,50;201,29;197,50;200,67;317
  19.08.2019;201,85;202,46;200,57;200,99;267
  20.08.2019;201,79;201,81;200,93;200,93;307
  21.08.2019;200,53;201,73;200,49;201,51;55
  22.08.2019;201,75;202,28;200,70;200,99;101
  23.08.2019;201,65;201,65;200,09;200,09;60
  26.08.2019;197,87;199,95;197,87;199,35;383
  27.08.2019;199,29;200,70;199,29;200,18;345
  28.08.2019;200,28;200,75;199,92;200,75;55
  29.08.2019;201,17;202,41;200,60;201,98;169
  30.08.2019;202,30;203,51;202,30;202,82;487
  02.09.2019;203,31;204,41;202,68;203,70;880
  03.09.2019;203,54;203,99;202,77;203,24;14
  04.09.2019;203,71;204,91;203,02;204,14;430
  05.09.2019;204,69;206,14;204,26;205,47;49
  06.09.2019;206,27;206,50;205,06;205,33;251
  09.09.2019;206,28;206,48;204,78;205,55;457
  10.09.2019;205,96;206,11;204,86;205,52;33
  11.09.2019;205,60;206,83;205,60;206,50;83
  12.09.2019;206,52;207,53;206,52;206,93;164
  13.09.2019;206,89;207,80;206,69;206,69;28
  16.09.2019;206,60;207,32;205,78;207,07;126
  17.09.2019;206,76;208,16;206,74;207,54;246
  18.09.2019;207,96;208,27;206,64;206,94;158
  19.09.2019;207,67;208,02;206,37;207,01;73
  20.09.2019;206,47;207,79;206,47;207,39;23
  23.09.2019;206,18;208,05;206,18;208,05;73
  24.09.2019;208,28;208,84;207,53;207,53;205
  25.09.2019;207,31;207,63;207,27;207,63;28
  26.09.2019;208,33;208,33;207,98;207,98;2
  27.09.2019;207,73;208,60;207,28;207,54;261
  30.09.2019;207,46;208,37;206,90;207,63;48
  01.10.2019;208,48;208,48;206,95;206,95;103
  02.10.2019;206,07;206,77;204,11;204,76;728
  03.10.2019;203,79;205,59;203,79;204,16;291
  04.10.2019;204,82;206,18;204,50;205,34;153
  07.10.2019;207,30;207,30;205,00;205,88;332
  08.10.2019;206,21;206,33;204,78;204,78;107
  09.10.2019;205,47;205,47;204,82;204,82;46
  10.10.2019;205,33;205,48;203,85;205,09;278
  11.10.2019;206,24;207,17;205,59;206,90;1.572
  14.10.2019;207,84;207,84;206,01;206,44;375
  15.10.2019;206,98;207,76;206,15;207,29;264
  16.10.2019;208,04;208,12;206,76;207,02;594
  17.10.2019;206,56;207,88;206,56;206,67;58
  18.10.2019;206,11;206,11;206,11;206,11;0
  21.10.2019;206,25;207,66;206,07;206,07;180
  22.10.2019;206,05;206,86;205,78;206,86;81
  23.10.2019;206,78;207,04;205,95;207,04;105
  24.10.2019;207,00;208,25;206,88;207,64;290
  25.10.2019;208,18;208,71;207,06;208,17;84
  28.10.2019;209,50;209,99;208,30;208,86;1.157
  29.10.2019;208,27;209,94;208,21;208,91;282
  30.10.2019;209,20;209,39;208,24;208,74;120
  31.10.2019;209,55;210,03;207,91;207,91;337
  01.11.2019;208,86;209,39;208,86;208,87;130
  04.11.2019;210,22;210,77;208,82;210,25;696
  05.11.2019;210,06;211,58;210,06;210,95;393
  06.11.2019;211,14;211,92;210,56;211,09;689
  07.11.2019;211,43;212,00;210,92;211,78;1.057
  08.11.2019;211,57;212,83;211,31;211,31;423
  11.11.2019;211,94;211,94;210,56;210,56;674
  12.11.2019;211,38;211,50;210,33;210,59;164
  13.11.2019;210,27;210,46;210,09;210,09;322
  14.11.2019;210,15;210,60;209,38;210,29;182
  15.11.2019;210,20;211,55;210,20;210,60;370
  18.11.2019;210,69;211,42;210,29;210,43;432
  19.11.2019;210,81;211,36;210,81;211,17;200
  20.11.2019;210,10;210,98;209,85;209,98;943
  21.11.2019;210,02;210,09;209,24;209,24;125
  22.11.2019;209,64;210,54;209,52;210,06;62
  25.11.2019;211,45;211,97;210,10;211,46;892
  26.11.2019;212,00;212,11;210,75;211,30;194
  27.11.2019;212,08;212,69;211,61;212,13;665
  28.11.2019;212,79;212,86;211,55;211,55;109
  29.11.2019;211,73;212,48;210,20;210,75;1.153
  02.12.2019;210,94;211,51;209,42;209,42;642
  03.12.2019;209,38;209,99;207,45;208,01;246
  04.12.2019;208,28;209,56;207,50;208,67;343
  05.12.2019;209,59;210,47;209,34;209,40;482
  06.12.2019;210,17;210,78;209,17;210,10;197
  09.12.2019;211,04;211,04;209,59;210,44;463
  10.12.2019;210,67;211,78;209,31;210,28;702
  11.12.2019;209,84;210,66;209,34;210,66;506
  12.12.2019;211,14;211,31;210,34;211,31;363
  13.12.2019;211,81;213,26;211,09;212,16;258
  16.12.2019;213,00;214,14;212,53;213,62;655
  17.12.2019;213,81;214,80;212,56;213,99;70
  18.12.2019;214,29;214,76;213,50;214,38;511
  19.12.2019;214,42;215,94;213,74;214,76;849
  20.12.2019;214,68;215,81;214,46;214,96;330
  23.12.2019;215,37;216,12;214,32;215,62;698
  27.12.2019;216,91;218,01;215,00;216,15;1.843
  30.12.2019;215,54;216,62;215,00;215,99;1.058
  02.01.2020;215,12;216,73;215,00;215,46;1.108
  03.01.2020;216,25;216,53;215,00;216,53;593
  06.01.2020;215,96;216,24;215,06;215,46;260
